Image,Name,Scientific Name,Weight(KG),Height(CM),Conservation Status,Habitat,Diet,Age
augimg/Ateles marginatus/aimage10.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Leontopithecus rosalia/aimage22.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Pygathrix nemaeus/cimage41.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Trachypithecus delacouri/yimage24.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Colobus guereza/dimage49.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Piliocolobus rufomitratus/bimage55.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Callithrix spp/zimage3.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Hylobates moloch/cimage55.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Trachypithecus vetulus/orgi-image12.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Trachypithecus phayrei/bimage5.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Callithrix spp/yimage8.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Trachypithecus poliocephalus/zimage59.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Erythrocebus patas/bimage53.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Rungwecebus kipunji/ximage37.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Hylobatidae family/ywhitehanded-gibbon-gibbons-on-trees-260nw-2130195089.jpg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Lagothrix spp/zimage58.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Cacajao calvus/bimage89.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Saguinus oedipus/ximage57.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Trachypithecus phayrei/dimage9.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Indri indri/image44.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Piliocolobus waldronae/yimage63.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Hylobatidae family/xwhitehanded-gibbon-gibbons-on-trees-260nw-2138150195.jpg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Saguinus mystax/yimage5.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Semnopithecus priam/image17.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Ateles spp/aimage18.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Pithecia spp/dimage88.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Saguinus oedipus/yimage94.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Saguinus spp/dimage42.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Presbytis spp/yimage12.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Macaca radiata/aimage2.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Hylobates moloch/zimages20.jpg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Gorilla beringei beringei/dimage53.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Cercopithecus roloway/image25.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Cebus spp/cimage11.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Hylobates moloch/cimage16.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Saimiri spp/image54.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Macaca radiata/orgi-image3.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Daubentonia madagascariensis/orgi-image89.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Ateles geoffroyi/aimage87.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Oreonax flavicauda/aimage75.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Lagothrix spp/yimage49.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Semnopithecus spp/cimage85.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Saguinus spp/image12.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Papio spp/aimage50.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Ateles marginatus/yimage6.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Papio spp/image9.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Saguinus oedipus/ximage72.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Papio spp/zimage14.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Ateles fusciceps/orgi-image13.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Trachypithecus obscurus/bimage27.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Propithecus perrieri/dimage72.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Mandrillus sphinx/orgi-image12.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Mandrillus sphinx/cimage66.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Ateles spp/zimage44.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Indri indri/orgi-image7.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Presbytis spp/cimage38.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Semnopithecus spp/yimage63.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Hylobatidae family/orgi-image4.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Colobus guereza/image61.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Saguinus mystax/ximage48.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Lagothrix spp/orgi-image77.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Rhinopithecus avunculus/orgi-image80.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Chlorocebus sabaeus/orgi-image97.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Daubentonia madagascariensis/ximage34.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Hylobates klossii/orgi-image3.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Ateles fusciceps/yimage16.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Oreonax flavicauda/cimage18.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Ateles marginatus/dimage39.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Hylobatidae family/b220px-Hoolock_hoolock_002.jpg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Cebus albifrons/cimage4.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Alouatta spp/image58.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Nasalis larvatus/orgi-image30.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Saimiri spp/image51.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Cacajao calvus/zimage0.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Mandrillus sphinx/aimage94.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Cebus spp/image84.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Trachypithecus auratus/yimage60.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Papio spp/dimage45.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Saimiri boliviensis/dimage36.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Leontopithecus chrysomelas/orgi-image49.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Papio cynocephalus/ximage44.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Macaca pagensis/zimage34.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Oreonax flavicauda/yimage49.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Trachypithecus delacouri/ximage35.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Plecturocebus moloch/ximage15.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Aotus spp/image70.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Trachypithecus poliocephalus/orgi-image7.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Lagothrix spp/orgi-image95.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Ateles paniscus/aimage47.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Ateles fusciceps/bimage80.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Pithecia spp/aimage37.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Semnopithecus spp/image26.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Plecturocebus geoffroyi/image14.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Papio spp/dimage74.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Saguinus imperator/zimage57.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Cebus spp/cimage16.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Saguinus mystax/cimage11.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Piliocolobus rufomitratus/dimage40.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Trachypithecus auratus/yimage15.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Ateles marginatus/yimage0.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Papio spp/yimage71.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Ateles chamek/ximage39.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Lagothrix spp/dimage4.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Trachypithecus cristatus/cimage95.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Cercopithecus roloway/bimage31.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Saguinus imperator/cimage57.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Papio spp/bimage21.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Oreonax flavicauda/cimage53.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Piliocolobus rufomitratus/dimage91.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Plecturocebus geoffroyi/image64.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Piliocolobus waldronae/bimage51.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Ateles geoffroyi/cimage5.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Saimiri boliviensis/ximage12.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Ateles chamek/image2.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Trachypithecus obscurus/yimage1.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Trachypithecus poliocephalus/ximage10.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Ateles paniscus/image78.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Piliocolobus waldronae/cimage7.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Ateles chamek/ximage7.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Cebus albifrons/aimage5.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Ateles marginatus/aimage61.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Macaca pagensis/dimage99.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Macaca pagensis/yimage18.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Hylobates moloch/bchester-zoo-27.webp,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Ateles spp/orgi-image22.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Cebus albifrons/bimage73.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Trachypithecus delacouri/cimage87.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Pygathrix cinerea/zimage12.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Hylobatidae family/ygibbon-ape-family-hylobatidae-climbing-260nw-527253739.jpg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Saguinus mystax/ximage8.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Cebus spp/cimage97.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Nasalis larvatus/image98.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Oreonax flavicauda/dimage40.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Theropithecus gelada/yimage11.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Piliocolobus rufomitratus/ximage37.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Alouatta spp/bimage99.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Pygathrix cinerea/cimage50.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Macaca pagensis/image13.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Nasalis larvatus/ximage69.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Alouatta spp/zimage44.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Nomascus leucogenys/aimage16.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Hylobates klossii/ximage52.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Trachypithecus auratus/image46.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Cebus spp/yimage43.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Trachypithecus poliocephalus/aimage91.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Propithecus perrieri/zimage69.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Semnopithecus priam/aimage5.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Hylobatidae family/images10.jpg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Piliocolobus waldronae/yimage53.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Leontopithecus rosalia/bimage25.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Daubentonia madagascariensis/dimage89.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Trachypithecus obscurus/dimage1.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Aotus spp/image33.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Leontopithecus rosalia/cimage56.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Ateles marginatus/bimage65.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Cercopithecus mona/cimage59.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Hylobates klossii/dimage62.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Erythrocebus patas/aimage70.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Ateles spp/bimage78.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Alouatta spp/bimage36.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Brachyteles hypoxanthus/zimage18.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Papio spp/bimage17.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Macaca fuscata/dimage68.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Hylobates moloch/ysilvery-gibbon-hylobates-moloch-sitting-on-the-tree-ctk-photoroman-krompolc-T6BDK2.jpg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Erythrocebus patas/zimage1.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Cebus spp/bimage86.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Chlorocebus sabaeus/ximage14.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Pithecia spp/image88.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Semnopithecus priam/ximage82.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Propithecus perrieri/yimage47.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Ateles spp/cimage4.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Piliocolobus rufomitratus/aimage82.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Rungwecebus kipunji/zimage73.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Cacajao calvus/bimage8.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Rungwecebus kipunji/cimage9.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Ateles paniscus/cimage98.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Piliocolobus rufomitratus/orgi-image19.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Cercopithecus ascanius/orgi-image8.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Hylobatidae family/y220px-Nomascus_leucogenys_female_and_male.jpg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Saguinus spp/yimage12.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Brachyteles hypoxanthus/bimage2.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Trachypithecus cristatus/bimage86.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Ateles marginatus/aimage60.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Ateles fusciceps/zimage5.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Ateles marginatus/aimage5.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Cercopithecus mona/yimage22.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Ateles marginatus/image8.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Hylobates moloch/arey-gibbon-on-the-tree-java-indonesia-in-asia-wildlife-scene-from-wi-2FKE5B9.jpg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Papio spp/yimage3.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Chlorocebus sabaeus/bimage8.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Hylobatidae family/yimage21.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Trachypithecus delacouri/orgi-image94.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Lagothrix spp/bimage58.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Ateles spp/cimage33.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Aotus spp/dimage36.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Alouatta spp/bimage96.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Leontopithecus rosalia/dimage11.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Plecturocebus moloch/cimage7.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Presbytis spp/cimage55.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Saimiri spp/orgi-image26.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Indri indri/aimage9.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Cebus spp/yimage71.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Macaca pagensis/image0.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Alouatta spp/dimage27.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Hylobates moloch/d1000_F_273109317_b8rP9PRjQKiZQ2wHUo18CqFEprIjoLZF.jpg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Plecturocebus geoffroyi/zimage1.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Colobus guereza/cimage56.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Cercopithecus mona/ximage6.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Saguinus imperator/zimage48.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Semnopithecus priam/zimage7.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Ateles marginatus/bimage92.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Rhinopithecus roxellana/aimage99.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Saimiri boliviensis/yimage36.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Macaca nigra/yimage17.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Hylobatidae family/aimages22.jpg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Saimiri boliviensis/image22.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Propithecus perrieri/yimage88.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Pygathrix cinerea/bimage79.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Ateles fusciceps/ximage91.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Rhinopithecus roxellana/yimage14.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Hylobates klossii/image87.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Trachypithecus cristatus/ximage16.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
